item_id,title
1312,"Pompatus of Love, The (1996)"
537,My Own Private Idaho (1991)
992,Head Above Water (1996)
1384,Squeeze (1996)
1487,Even Cowgirls Get the Blues (1993)
1192,"Boys of St. Vincent, The (1993)"
1136,Ghosts of Mississippi (1996)
1227,"Awfully Big Adventure, An (1995)"
865,"Ice Storm, The (1997)"
1128,Heidi Fleiss: Hollywood Madam (1995) 
1371,"Machine, The (1994)"
1032,Little Big League (1994)
1071,Party Girl (1995)
814,"Great Day in Harlem, A (1994)"
503,"Candidate, The (1972)"
1253,"Tie That Binds, The (1995)"
1318,Catwalk (1995)
1378,Rhyme & Reason (1997)
753,Burnt By the Sun (1994)
1124,"Farewell to Arms, A (1932)"
1520,"Fear, The (1995)"
1270,Life with Mikey (1993)
1089,Speed 2: Cruise Control (1997)
1123,"Last Time I Saw Paris, The (1954)"
1190,That Old Feeling (1997)
1459,Madame Butterfly (1995)
1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)"
637,"Howling, The (1981)"
390,Fear of a Black Hat (1993)
349,Hard Rain (1998)
538,Anastasia (1997)
601,For Whom the Bell Tolls (1943)
698,"Browning Version, The (1994)"
1386,Tetsuo II: Body Hammer (1992)
1168,Little Buddha (1993)
1023,Fathers' Day (1997)
437,Amityville 1992: It's About Time (1992)
1276,Sunset Park (1996)
933,"Funeral, The (1996)"
1077,Love and a .45 (1994)
968,"Inspector General, The (1949)"
1120,I'm Not Rappaport (1996)
1221,When a Man Loves a Woman (1994)
956,Nobody's Fool (1994)
353,Deep Rising (1998)
1244,Metro (1997)
759,Fair Game (1995)
1024,Mrs. Dalloway (1997)
1425,I'll Do Anything (1994)
1259,Pie in the Sky (1995)
711,"Substance of Fire, The (1996)"
1409,"Swan Princess, The (1994)"
1254,Gone Fishin' (1997)
112,Flipper (1996)
1232,Madonna: Truth or Dare (1991)
888,One Night Stand (1997)
1213,Guilty as Sin (1993)
1258,Trial and Error (1997)
854,Bad Taste (1987)
236,Citizen Ruth (1996)
834,Halloween: The Curse of Michael Myers (1995)
1083,Albino Alligator (1996)
1368,Mina Tannenbaum (1994)
889,"Tango Lesson, The (1997)"
1466,Margaret's Museum (1995)
893,For Richer or Poorer (1997)
776,Three Wishes (1995)
1390,"Innocent Sleep, The (1995)"
1282,"Grass Harp, The (1995)"
952,Blue in the Face (1995)
1370,I Can't Sleep (J'ai pas sommeil) (1994)
907,Vermin (1998)
861,Nosferatu a Venezia (1986)
1054,Mr. Wrong (1996)
46,Exotica (1994)
598,"Big Squeeze, The (1996)"
1480,Herbie Rides Again (1974)
1297,Love Affair (1994)
1167,"Sum of Us, The (1994)"
1300,'Til There Was You (1997)
1446,"Bye Bye, Love (1995)"
784,Beyond Bedlam (1993)
1143,Hard Eight (1996)
1294,Ayn Rand: A Sense of Life (1997)
1373,Good Morning (1971)
1489,Chasers (1994)
800,In the Mouth of Madness (1995)
1088,Double Team (1997)
989,Cats Don't Dance (1997)
1085,Carried Away (1996)
1473,"Little Princess, The (1939)"
1303,"Getaway, The (1994)"
881,Money Talks (1997)
1529,Underground (1995)
1175,Hugo Pool (1997)
594,Heavy (1995)
18,"White Balloon, The (1995)"
1274,Robocop 3 (1993)
970,Hear My Song (1991)
1479,Reckless (1995)
541,Mortal Kombat (1995)
1403,Caro Diario (Dear Diary) (1994)
1367,Faust (1994)
388,Beverly Hills Cop III (1994)
837,Meet John Doe (1941)
1309,"Very Natural Thing, A (1974)"
1296,Indian Summer (1996)
565,Village of the Damned (1995)
1045,Fearless (1993)
1166,Love & Human Remains (1993)
1427,Drunks (1995)
1385,Roseanna's Grave (For Roseanna) (1997)
857,Paris Was a Woman (1995)
822,Faces (1968)
862,Jingle All the Way (1996)
1158,"Fille seule, La (A Single Girl) (1995)"
967,Little Lord Fauntleroy (1936)
1087,Bloodsport 2 (1995)
1449,Pather Panchali (1955)
592,True Crime (1995)
890,Mortal Kombat: Annihilation (1997)
998,Cabin Boy (1994)
985,Blood & Wine (1997)
1231,Marked for Death (1990)
885,Phantoms (1998)
669,Body Parts (1991)
1438,Panther (1995)
1068,"Star Maker, The (Uomo delle stelle, L') (1995)"
1219,"Goofy Movie, A (1995)"
667,Audrey Rose (1977)
545,Vampire in Brooklyn (1995)
1140,"Road to Wellville, The (1994)"
726,Fluke (1995)
1056,Cronos (1992)
1524,Kaspar Hauser (1993)
247,Turbo: A Power Rangers Movie (1997)
1430,Ill Gotten Gains (1997)
1236,"Other Voices, Other Rooms (1997)"
1361,"Search for One-eye Jimmy, The (1996)"
1285,Princess Caraboo (1994)
1058,"War, The (1994)"
1247,Bad Girls (1994)
35,Free Willy 2: The Adventure Home (1995)
1527,Senseless (1998)
916,Lost in Space (1998)
1301,Stripes (1981)
1374,Falling in Love Again (1980)
1148,Tom & Viv (1994)
1388,Gabbeh (1996)
1353,1-900 (1994)
1125,"Innocents, The (1961)"
1485,"Colonel Chabert, Le (1994)"
1530,Jefferson in Paris (1995)
803,Heaven & Earth (1993)
1310,"Walk in the Sun, A (1945)"
1313,Palmetto (1998)
1405,Boy's Life 2 (1997)
459,"Cry, the Beloved Country (1995)"
1469,Tom and Huck (1995)
1387,Fall (1997)
1536,Aiqing wansui (1994)
1582,T-Men (1947)
1343,Lotto Land (1995)
1457,Love Is All There Is (1996)
1404,Withnail and I (1987)
994,"Last Time I Committed Suicide, The (1997)"
1076,"Pagemaster, The (1994)"
1543,Johns (1996)
1432,"Mighty, The (1998)"
1271,North (1994)
1177,Dunston Checks In (1996)
1223,King of the Hill (1993)
1092,Dear God (1996)
1302,Late Bloomers (1996)
599,Police Story 4: Project S (Chao ji ji hua) (1993)
1443,8 Seconds (1994)
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)"
706,Bad Moon (1996)
914,Wild Things (1998)
130,Kansas City (1996)
1195,Strawberry and Chocolate (Fresa y chocolate) (1993)
1417,"Turning, The (1992)"
1357,For the Moment (1994)
1273,Color of Night (1994)
1578,"Collectionneuse, La (1967)"
1396,Stonewall (1995)
1398,Anna (1996)
75,Brother Minister: The Assassination of Malcolm X (1994)
534,Traveller (1997)
1458,"Damsel in Distress, A (1937)"
1379,Love and Other Catastrophes (1996)
1279,Wild America (1997)
1330,An Unforgettable Summer (1994)
1439,Jason's Lyric (1994)
1338,Two Deaths (1995)
1354,Venice/Venice (1992)
1554,Safe Passage (1994)
1193,Before the Rain (Pred dozhdot) (1994)
1561,Tigrero: A Film That Was Never Made (1994)
804,Jimmy Hollywood (1994)
668,Blood Beach (1981)
1075,"Man of No Importance, A (1994)"
442,"Amityville Curse, The (1990)"
1533,I Don't Want to Talk About It (De eso no se habla) (1993)
1434,Shooting Fish (1997)
1565,Daens (1992)
1176,Welcome To Sarajevo (1997)
1456,Beat the Devil (1954)
1307,Carmen Miranda: Bananas Is My Business (1994)
1534,Twin Town (1997)
1531,Far From Home: The Adventures of Yellow Dog (1995)
400,"Little Rascals, The (1994)"
1421,My Crazy Life (Mi vida loca) (1993)
1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)"
1455,"Outlaw, The (1943)"
1257,"Designated Mourner, The (1997)"
1555,"Secret Adventures of Tom Thumb, The (1993)"
730,"Queen Margot (Reine Margot, La) (1994)"
1454,Angel and the Badman (1947)
1441,Moonlight and Valentino (1995)
1103,Trust (1990)
1477,Nightwatch (1997)
1521,Mr. Wonderful (1993)
1174,Caught (1996)
1538,All Over Me (1997)
1344,"Story of Xinghua, The (1993)"
798,Bad Company (1995)
1392,"Locusts, The (1997)"
1517,Race the Sun (1996)
1377,Hotel de Love (1996)
817,Frisk (1995)
1563,"Promise, The (Versprechen, Das) (1994)"
1264,Nothing to Lose (1994)
1470,Gumby: The Movie (1995)
1418,"Joy Luck Club, The (1993)"
1156,Cyclo (1995)
1406,When Night Is Falling (1995)
1360,"Sexual Life of the Belgians, The (1994)"
935,Paradise Road (1997)
1275,Killer (Bulletproof Heart) (1994)
891,Bent (1997)
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
1252,"Contempt (Mépris, Le) (1963)"
1505,Killer: A Journal of Murder (1995)
1317,"Journey of August King, The (1995)"
1519,New Jersey Drive (1995)
1029,Jury Duty (1995)
912,U.S. Marshalls (1998)
1200,Kim (1950)
1305,National Lampoon's Senior Trip (1995)
1400,Picture Bride (1995)
852,"Bloody Child, The (1996)"
1375,"Cement Garden, The (1993)"
1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996)
1435,"Steal Big, Steal Little (1995)"
1395,Hurricane Streets (1998)
1557,Yankee Zulu (1994)
1333,Midnight Dancers (Sibak) (1994)
1591,Duoluo tianshi (1995)
1562,"Eye of Vichy, The (Oeil de Vichy, L') (1993)"
1269,Love in the Afternoon (1957)
909,Dangerous Beauty (1998)
1450,Golden Earrings (1947)
1550,Destiny Turns on the Radio (1995)
1154,Alphaville (1965)
1237,Twisted (1996)
1261,"Run of the Country, The (1995)"
1586,Lashou shentan (1992)
1038,Switchback (1997)
1504,"Bewegte Mann, Der (1994)"
1214,In the Realm of the Senses (Ai no corrida) (1976)
1522,Trial by Jury (1994)
1238,Full Speed (1996)
1064,Crossfire (1947)
757,Across the Sea of Time (1995)
1476,Raw Deal (1948)
1545,Frankie Starlight (1995)
1537,Cosi (1996)
1391,For Ever Mozart (1996)
296,"Promesse, La (1996)"
1472,"Visitors, The (Visiteurs, Les) (1993)"
1580,Liebelei (1933)
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)"
1363,"Leopard Son, The (1996)"
1280,Gang Related (1997)
1138,Best Men (1997)
1308,Babyfever (1994)
1339,Stefano Quantestorie (1993)
1523,"Good Man in Africa, A (1994)"
1080,Celestial Clockwork (1994)
1096,Commandments (1997)
1512,"World of Apu, The (Apur Sansar) (1959)"
1287,Ed (1996)
1483,"Man in the Iron Mask, The (1998)"
1566,"Man from Down Under, The (1943)"
1031,Lassie (1994)
917,Mercury Rising (1998)
920,Two Bits (1995)
1589,Schizopolis (1996)
1293,Star Kid (1997)
1349,Mille bolle blu (1993)
1422,Suture (1993)
1389,Mondo (1996)
1290,Country Life (1994)
1447,Century (1993)
1111,Double Happiness (1994)
1513,Sprung (1997)
1235,"Big Bang Theory, The (1994)"
1412,Land Before Time III: The Time of the Great Giving (1995) (V)
1185,In the Army Now (1994)
1337,Larger Than Life (1996)
1592,"Magic Hour, The (1998)"
1399,Stranger in the House (1997)
1547,"Show, The (1995)"
1420,Gilligan's Island: The Movie (1998)
1173,Bliss (1997)
1159,Stalker (1979)
1506,Nelly & Monsieur Arnaud (1995)
1468,"Cure, The (1995)"
1355,Infinity (1996)
1437,House Party 3 (1994)
1304,New York Cop (1996)
1359,Boys in Venice (1996)
1204,To Be or Not to Be (1942)
1426,Grace of My Heart (1996)
1588,Salut cousin! (1996)
1590,"To Have, or Not (1995)"
1608,Buddy (1997)
1617,Hugo Pool (1997)
1026,"Lay of the Land, The (1997)"
1311,Waiting to Exhale (1995)
957,Pushing Hands (1992)
1326,Boys (1996)
1587,Terror in a Texas Town (1958)
1496,Carpool (1996)
981,Dangerous Ground (1997)
899,"Winter Guest, The (1997)"
1560,Clean Slate (Coup de Torchon) (1981)
677,Fire on the Mountain (1996)
1571,Touki Bouki (Journey of the Hyena) (1973)
1549,Dream Man (1995)
1402,"Ciao, Professore! (1993)"
1598,City of Industry (1997)
1514,Dream With the Fishes (1997)
1558,Aparajito (1956)
1415,"Next Karate Kid, The (1994)"
1528,Nowhere (1997)
1575,"I, Worst of All (Yo, la peor de todas) (1990)"
1510,Mad Dog Time (1996)
438,Amityville 3-D (1983)
1597,Romper Stomper (1992)
1579,Baton Rouge (1988)
600,Daniel Defoe's Robinson Crusoe (1996)
1499,Grosse Fatigue (1994)
446,Burnt Offerings (1976)
1205,"Secret Agent, The (1996)"
1191,"Letter From Death Row, A (1998)"
1445,Ladybird Ladybird (1994)
1603,Angela (1995)
1616,Desert Winds (1995)
1465,Last Summer in the Hamptons (1995)
1146,Calendar Girl (1993)
1539,Being Human (1993)
1255,Broken English (1996)
1526,Witness (1985)
1585,American Dream (1990)
1596,Nemesis 2: Nebula (1995)
1605,Love Serenade (1996)
1453,Angel on My Shoulder (1946)
1488,Germinal (1993)
1516,"Wedding Gift, The (1994)"
1461,Here Comes Cookie (1935)
973,Grateful Dead (1995)
1553,"Underneath, The (1995)"
1559,Hostile Intentions (1994)
1431,Legal Deceit (1997)
851,Two or Three Things I Know About Her (1966)
666,Blood For Dracula (Andy Warhol's Dracula) (1974)
1532,Foreign Student (1994)
1507,Three Lives and Only One Death (1996)
1540,"Amazing Panda Adventure, The (1995)"
1593,Death in Brunswick (1991)
1243,Night Flier (1997)
1623,"Cérémonie, La (1995)"
1576,"Hungarian Fairy Tale, A (1987)"
1511,Children of the Revolution (1996)
1525,"Object of My Affection, The (1998)"
1569,"Vie est belle, La (Life is Rosey) (1987)"
1568,Vermont Is For Lovers (1992)
1408,Gordy (1995)
1602,"Price Above Rubies, A (1998)"
1381,Losing Chase (1996)
1340,"Crude Oasis, The (1995)"
1055,"Simple Twist of Fate, A (1994)"
1440,Above the Rim (1994)
1358,The Deadly Cure (1996)
1502,Naked in New York (1994)
1171,Wild Reeds (1994)
1619,All Things Fair (1996)
1319,"Neon Bible, The (1995)"
1601,Office Killer (1997)
1620,"Sixth Man, The (1997)"
1474,Nina Takes a Lover (1994)
1145,Blue Chips (1994)
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)"
799,Boys Life (1995)
1535,"Enfer, L' (1994)"
1615,Warriors of Virtue (1997)
1583,"Invitation, The (Zaproszenie) (1986)"
1475,Bhaji on the Beach (1993)
1624,Hush (1998)
1234,Chairman of the Board (1998)
1323,"Wooden Man's Bride, The (Wu Kui) (1994)"
1541,"Beans of Egypt, Maine, The (1994)"
1609,B*A*P*S (1997)
1651,"Spanish Prisoner, The (1997)"
1414,Coldblooded (1995)
1486,Girl in the Cadillac (1995)
1552,"Hunted, The (1995)"
1614,"Reluctant Debutante, The (1958)"
1570,Quartier Mozart (1992)
1335,American Buffalo (1996)
1251,A Chef in Love (1996)
1233,Nénette et Boni (1996)
1612,"Leading Man, The (1996)"
1599,Someone Else's America (1995)
1607,Hurricane Streets (1998)
1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)"
1649,"Big One, The (1997)"
1656,Little City (1998)
1321,Open Season (1996)
1380,Hollow Reed (1996)
1491,Tough and Deadly (1995)
1610,"Truth or Consequences, N.M. (1997)"
1642,Some Mother's Son (1996)
1572,Wend Kuuni (God's Gift) (1982)
1629,Nico Icon (1995)
1481,S.F.W. (1994)
1628,Lamerica (1994)
1144,"Quiet Room, The (1996)"
1490,Fausto (1993)
1600,Guantanamera (1994)
1653,Entertaining Angels: The Dorothy Day Story (1996)
1452,Lady of Burlesque (1943)
1644,Sudden Manhattan (1996)
1595,Shopping (1994)
1410,Harlem (1993)
1548,The Courtyard (1995)
1655,"Favor, The (1994)"
1654,Chairman of the Board (1998)
1027,"Shooter, The (1995)"
1482,"Gate of Heavenly Peace, The (1995)"
1657,Target (1995)
1639,Bitter Sugar (Azucar Amargo) (1996)
1650,"Butcher Boy, The (1998)"
1196,"Savage Nights (Nuits fauves, Les) (1992)"
1660,Small Faces (1995)
1509,Getting Even with Dad (1994)
897,Time Tracers (1995)
1365,Johnny 100 Pesos (1993)
1661,"New Age, The (1994)"
1423,"Walking Dead, The (1995)"
1515,Wings of Courage (1995)
1658,"Substance of Fire, The (1996)"
1621,Butterfly Kiss (1995)
1662,Rough Magic (1995)
1646,Men With Guns (1997)
1632,Land and Freedom (Tierra y libertad) (1995)
1618,King of New York (1990)
1647,Hana-bi (1997)
1429,Sliding Doors (1998)
1643,Angel Baby (1995)
987,Underworld (1997)
1581,"Woman in Question, The (1950)"
1584,"Symphonie pastorale, La (1946)"
1669,MURDER and murder (1996)
1664,8 Heads in a Duffel Bag (1997)
1613,Tokyo Fist (1995)
911,Twilight (1998)
1130,Jupiter's Wife (1994)
1663,Nothing Personal (1995)
1652,Temptress Moon (Feng Yue) (1996)
1467,"Saint of Fort Washington, The (1993)"
1634,Etz Hadomim Tafus (Under the Domin Tree) (1994)
1256,"Designated Mourner, The (1997)"
1606,Deceiver (1997)
1544,It Takes Two (1995)
1622,"Paris, France (1993)"
1329,"Low Life, The (1994)"
1494,"Mostro, Il (1994)"
1672,Kika (1993)
1673,Mirage (1995)
1382,"Bonheur, Le (1965)"
1633,Á köldum klaka (Cold Fever) (1994)
1677,Sweet Nothing (1995)
1679,B. Monkey (1998)
1577,"Death in the Garden (Mort en ce jardin, La) (1956)"
1666,Ripe (1996)
1356,Ed's Next Move (1996)
1635,Two Friends (1986) 
1433,Men of Means (1998)
1648,"Niagara, Niagara (1997)"
1573,Spirits of the Dead (Tre passi nel delirio) (1968)
1551,"Glass Shield, The (1994)"
1631,"Slingshot, The (1993)"
1542,"Scarlet Letter, The (1926)"
1556,Condition Red (1995)
1678,Mat' i syn (1997)
1567,Careful (1992)
1122,They Made Me a Criminal (1939)
1201,Marlene Dietrich: Shadow and Light (1996) 
1546,Shadows (Cienie) (1988)
1627,"Wife, The (1995)"
1676,"War at Home, The (1996)"
1680,Sliding Doors (1998)
1366,JLG/JLG - autoportrait de décembre (1994)
1611,Intimate Relations (1996)
1668,Wedding Bell Blues (1996)
1564,To Cross the Rubicon (1991)
1604,He Walked by Night (1948)
1574,Pharaoh's Army (1995)
1448,My Favorite Season (1993)
1671,"Further Gesture, A (1996)"
1625,Nightwatch (1997)
1665,"Brother's Kiss, A (1997)"
1325,August (1996)
1670,Tainted (1998)
1341,Hedd Wyn (1992)
1352,Shadow of Angels (Schatten der Engel) (1976)
1636,Brothers in Trouble (1995)
1681,You So Crazy (1994)
1638,Normal Life (1996)
1667,"Next Step, The (1995)"
1675,"Sunchaser, The (1996)"
1460,Sleepover (1995)
1594,Everest (1998)
1626,Nobody Loves Me (Keiner liebt mich) (1994)
1645,"Butcher Boy, The (1998)"
1659,Getting Away With Murder (1996)
1682,Scream of Stone (Schrei aus Stein) (1991)
1674,Mamma Roma (1962)
1640,"Eighth Day, The (1996)"
1637,Girls Town (1996)
1630,"Silence of the Palace, The (Saimt el Qusur) (1994)"
1641,Dadetown (1995)
